,original_name,country_code,mapped_name,mapped_bvdId,mapping_score,company_name,BvD ID number ,Country ISO code,"NACE Rev. 2, core code (4 digits)","NAICS 2017, core code (4 digits)",Major sectors,Status,Date of incorporation,Operating revenue (Turnover) <th USD 2018>,Operating revenue (Turnover) <th USD 2017>,Operating revenue (Turnover) <th USD 2016>,Operating revenue (Turnover) <th USD 2015>,Operating revenue (Turnover) <th USD 2014>,Operating revenue (Turnover) <th USD 2013>,Operating revenue (Turnover) <th USD 2012>,Operating revenue (Turnover) <th USD 2011>,Operating revenue (Turnover) <th USD 2010>,Operating revenue (Turnover) <th USD 2009>,P/L for period [=Net income] <th USD 2018>,P/L for period [=Net income] <th USD 2017>,P/L for period [=Net income] <th USD 2016>,P/L for period [=Net income] <th USD 2015>,P/L for period [=Net income] <th USD 2014>,P/L for period [=Net income] <th USD 2013>,P/L for period [=Net income] <th USD 2012>,P/L for period [=Net income] <th USD 2011>,P/L for period [=Net income] <th USD 2010>,P/L for period [=Net income] <th USD 2009>,Total assets <th USD 2018>,Total assets <th USD 2017>,Total assets <th USD 2016>,Total assets <th USD 2015>,Total assets <th USD 2014>,Total assets <th USD 2013>,Total assets <th USD 2012>,Total assets <th USD 2011>,Total assets <th USD 2010>,Total assets <th USD 2009>,Shareholders funds <th USD 2018>,Shareholders funds <th USD 2017>,Shareholders funds <th USD 2016>,Shareholders funds <th USD 2015>,Shareholders funds <th USD 2014>,Shareholders funds <th USD 2013>,Shareholders funds <th USD 2012>,Shareholders funds <th USD 2011>,Shareholders funds <th USD 2010>,Shareholders funds <th USD 2009>,Number of employees <2018>,Number of employees <2017>,Number of employees <2016>,Number of employees <2015>,Number of employees <2014>,Number of employees <2013>,Number of employees <2012>,Number of employees <2011>,Number of employees <2010>,Number of employees <2009>,EBITDA <th USD 2018>,EBITDA <th USD 2017>,EBITDA <th USD 2016>,EBITDA <th USD 2015>,EBITDA <th USD 2014>,EBITDA <th USD 2013>,EBITDA <th USD 2012>,EBITDA <th USD 2011>,EBITDA <th USD 2010>,EBITDA <th USD 2009>
276,Rotometal,PL,R O T OMETAL SP. Z O.O.,PL081041148,scoreA,R O T OMETAL SP. Z O.O.,PL081041148,PL,2511,3323,Metals & metal products,Active,2012,n.a.,n.a.,n.a.,"5,804","4,610","4,182",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"1,917","1,286",923,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"3,365","2,330","1,897",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"2,601","1,743","1,370",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"2,003","1,404","1,037",n.a.,n.a.,n.a.,n.a.
277,Translatum Holdings (TransNetwork),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Cornershop,,CORNER SHOP D.O.O. BEOGRAD,RS20569417,scoreA,CORNER SHOP D.O.O. BEOGRAD,RS20569417,RS,4711,4451,Wholesale & retail trade,Active,10/09/2009,n.a.,n.a.,"11,284","15,642","20,320","23,182","17,678","15,501","6,243",57,n.a.,n.a.,-656,187,-961,"-1,186",-943,"-1,235","-1,576",-215,n.a.,n.a.,"1,169","2,578","2,585","7,855","6,549","4,878","4,620","1,056",n.a.,n.a.,68,"-3,479","-4,101",0,0,0,0,11,n.a.,n.a.,314,314,353,327,276,275,161,16,n.a.,n.a.,-535,-521,-437,-784,-400,-847,"-1,395",-211
279,Good Methods,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Tu Ma Shenwei Medical Technology,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Ben Thanh Jewelry,VN,BEN THANH JEWELRY JOINT STOCK COMPANY,VN0300847936,scoreA,BEN THANH JEWELRY JOINT STOCK COMPANY,VN0300847936,VN,7739,5323,Other services,Active,2003,n.a.,n.a.,"7,236","7,202","4,571",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"-1,312",15,34,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"4,003","4,263","4,046",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"3,879","3,124","3,258",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
282,Yingde Gases,CN,YINGDE GASES GROUP COMPANY LIMITED,HK0000172606,scoreA,YINGDE GASES GROUP COMPANY LIMITED,HK0000172606,HK,3521,2212,"Gas, Water, Electricity",Active,16/01/2008,n.a.,n.a.,"1,216,744","1,224,946","1,265,429","1,131,452","791,173","674,683","454,047","302,717",n.a.,n.a.,"-21,321","82,062","149,070","149,058","122,629","132,623","80,510","77,850",n.a.,n.a.,"2,765,918","3,015,396","3,146,114","2,712,337","2,351,994","1,559,266","1,152,751","830,995",n.a.,n.a.,"899,130","1,059,631","1,102,063","1,020,872","881,956","794,069","659,301","560,153",n.a.,n.a.,"2,261","2,707","3,641","3,967","3,698","2,597","1,442",970,n.a.,n.a.,"322,727","404,966","405,073","333,022","230,566","216,961","142,523","107,510"
283,Transwarp,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Spirohome,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Dealcha!,TH,DEALCHA COMPANY LIMITED,TH0105558147929,scoreA,DEALCHA COMPANY LIMITED,TH0105558147929,TH,7311,5418,Other services,Active,2015,n.a.,n.a.,50,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-44,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,10,7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-37,7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
286,Universidad Tres Culturas,MX,UNIVERSIDAD DE LAS TRES CULTURAS SC,MXUTC9903183C7,scoreA,UNIVERSIDAD DE LAS TRES CULTURAS SC,MXUTC9903183C7,MX, , , ,Active,18/03/1999,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,68,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
287,Popular Vehicles and Services,IN,POPULAR VEHICLES AND SERVICES PRIVATE LIMITED,IN0000220651,scoreA,POPULAR VEHICLES AND SERVICES PRIVATE LIMITED,IN0000220651,IN,4511,4231,Wholesale & retail trade,Active,05/07/1983,n.a.,n.a.,n.a.,"489,268","446,920","275,752",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,854,"1,711",114,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"110,703","104,690","56,653",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"10,026","10,970","8,522",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"10,879","11,276","6,666",n.a.,n.a.,n.a.,n.a.
288,Monishop,CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Vinci,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Deyor Camps,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Home First Finance,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Fortigo Networks Logistics,IN,FORTIGO NETWORK LOGISTICS PRIVATE LIMITED,IN0015252911,scoreA,FORTIGO NETWORK LOGISTICS PRIVATE LIMITED,IN0015252911,IN,6201,5415,Other services,Active,09/09/2015,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
293,GBfoods Africa Holdco,,GB FOODS AFRICA HOLDCO B.V.,NL66902894,scoreA,GB FOODS AFRICA HOLDCO B.V.,NL66902894,NL,6420,5511,Other services,Active,23/09/2016,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,527,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,501,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
294,ExoCoBio,KR,EXOCO BIO INC.,KR1341110458170,scoreA,EXOCO BIO INC.,KR1341110458170,KR,7211,5417,Other services,Active,03/01/2017,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
295,WuXi NextCODE,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Hunan Fumi Information Technology,CN,"HUNAN FUMI INFORMATION TECHNOLOGY CO., LTD.",CN9367166596,scoreA,"HUNAN FUMI INFORMATION TECHNOLOGY CO., LTD.",CN9367166596,CN, , , ,Active,18/02/2016,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
297,Integer.pl,PL,INTEGER.PL S.A.,PL356590980,scoreA,INTEGER.PL S.A.,PL356590980,PL,2841,3335,"Machinery, equipment, furniture, recycling",Active,2002,n.a.,n.a.,"121,856","189,235","174,202","118,244","113,515",n.a.,n.a.,n.a.,n.a.,n.a.,"-81,141","-1,217","-2,700","8,392","17,138",n.a.,n.a.,n.a.,n.a.,n.a.,"227,075","368,617","344,774","283,944","179,834",n.a.,n.a.,n.a.,n.a.,n.a.,"105,157","246,444","225,155","162,042","64,440",n.a.,n.a.,n.a.,n.a.,n.a.,"1,561","2,202","1,551",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"2,405","6,856","11,318","16,542","24,150",n.a.,n.a.,n.a.
298,InPost (easyPack),PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,The Harvest Patissier & Chocolatier,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Live.me,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,African Agency for Credit and Enterprise,MU,AFRICAN AGENCY FOR CREDIT AND ENTERPRISE LTD,MU0001549827,scoreA,AFRICAN AGENCY FOR CREDIT AND ENTERPRISE LTD,MU0001549827,MU, , , ,Active,16/05/2016,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
302,HealthCare at Home India,IN,HEALTH CARE AT HOME INDIA PRIVATE LIMITED,IN0007958243,scoreA,HEALTH CARE AT HOME INDIA PRIVATE LIMITED,IN0007958243,IN,8690,6213,"Education, Health",Active,27/09/2012,n.a.,n.a.,"4,623","2,519","2,171",225,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"-2,977","-2,482","-2,116","-1,346",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"18,656","3,230","3,773","1,746",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"16,784","-1,657",950,"1,370",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"-2,559","-1,991","-1,751","-1,320",n.a.,n.a.,n.a.,n.a.
303,Neozeka,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,ACL Teslim,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Korozo,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Weiyang,CN,WEI YANG LIMITED,HK0016841154,scoreA,WEI YANG LIMITED,HK0016841154,HK, , , ,Active (dormant),18/05/1993,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
307,"Guangzhou Senji Software Technology (Lizhiweike, Lychee)",CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Energy Monster,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Fun Factory,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Nanogen Biopharmaceutical,VN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,ALOG Technology,CN,"ALOG TECHNOLOGY CO., LTD.",CN*D00430708,scoreA,"ALOG TECHNOLOGY CO., LTD.",CN*D00430708,CN, , , ,Active, ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
312,L&P Cosmetics,KR,"L & P COSMETIC CO.,LTD.",KR1101114081553,scoreA,"L & P COSMETIC CO.,LTD.",KR1101114081553,KR,2042,3256,"Chemicals, rubber, plastics, non-metallic products",Active,22/04/2009,n.a.,"306,941","332,469","204,730",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"45,866","83,811","41,947",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"307,628","207,428","107,464",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"267,798","168,352","79,728",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,206,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"77,298","107,145","49,985",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
313,UiPath,RO,UIPATH SRL,RO34737997,scoreA,UIPATH SRL,RO34737997,RO,5829,5112,"Publishing, printing",Active,2015,n.a.,n.a.,"2,023",455,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"-1,229",-4,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"2,312",486,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"-1,232",-4,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,43,9,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"-1,053",8,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
314,Ticket Monster,KR,TMON INC. (Previous name: TICKET MONSTER INC.),KR1101114317247,scoreA,TMON INC.,KR1101114317247,KR,4791,4541,Wholesale & retail trade,Active,01/02/2010,n.a.,"333,713","218,919",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"-111,941","-129,080",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"218,070","201,049",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"-267,304","-169,639",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"1,126",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"-98,823","-125,374",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
315,Shanghai City Shop,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Awfis Space Solutions,IN,AWFIS SPACE SOLUTIONS PRIVATE LIMITED,IN0013891208,scoreA,AWFIS SPACE SOLUTIONS PRIVATE LIMITED,IN0013891208,IN,8220,5614,Other services,Active,17/12/2014,n.a.,n.a.,"2,797",159,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"-4,044","-1,208",-24,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"8,369","3,735",13,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"6,055","3,289",-7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"-3,259","-1,082",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
317,M17 Entertainment,SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Office Depot Korea,KR,"OFFICE DEPOT KOREA CO.,LTD.",KR1101111618094,scoreA,"OFFICE DEPOT KOREA CO.,LTD.",KR1101111618094,KR,4690,4241,Wholesale & retail trade,Active,18/12/1998,n.a.,"110,206","90,810","87,915","86,409","90,767","88,557","76,747","74,382","63,381",n.a.,"3,339","2,744","2,136","3,004","1,634","-1,186",49,337,21,n.a.,"45,596","38,875","32,176","31,083","31,048","26,482","28,201","25,118","22,622",n.a.,"22,447","19,046","16,791","15,632","13,152","3,452","4,462","4,478","4,036",n.a.,218,213,214,214,214,227,372,198,304,n.a.,"4,345","3,613","2,998","2,699","1,892",-624,493,861,708
319,ZipGo,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Metarain Software Solutions (Myra Medicines),IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Pumping Team,MX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Stockbit,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,My-Sutera,MY,MY-SUTERA SDN. BHD.,MY367254-M,scoreA,MY-SUTERA SDN. BHD.,MY367254-M,MY, , , ,Active,1995,n.a.,n.a.,n.a.,n.a.,n.a.,"9,120",n.a.,"9,044","7,800","6,410",n.a.,n.a.,n.a.,n.a.,n.a.,"1,706",n.a.,"1,920","1,842",431,n.a.,n.a.,n.a.,n.a.,n.a.,"17,591",n.a.,"14,900","12,217","10,017",n.a.,n.a.,n.a.,n.a.,n.a.,"12,280",n.a.,"9,002","6,556","4,372",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
324,Lynk,CN,LYNK LTD,HK*Z00270597,scoreA,LYNK LTD,HK*Z00270597,HK, , , ,Active, ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
325,Rapidoo,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Farmacias Independente,BR,VJ FARMA LTDA (Alias: FARMACIAS INDEPENDENTE),BR01693953000145,scoreA,VJ FARMA LTDA,BR01693953000145,BR,4773,4461,Wholesale & retail trade,Active,21/02/1997,n.a.,n.a.,"4,603",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,36,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
327,Volanty,BR,VOLANTY LLC (Alias: VOLANTY),BR26538343000106,scoreA,VOLANTY LLC,BR26538343000106,BR,6420,5511,Other services,Active,14/11/2016,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
328,EpimAb Biotherapeutics,CN,"EPIMAB BIOTHERAPEUTICS CO., LTD",CN*Z00266779,scoreA,"EPIMAB BIOTHERAPEUTICS CO., LTD",CN*Z00266779,CN, , , ,Active, ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
329,Kensta Group,KE,KENSTA GROUP,KE*Z00265691,scoreA,KENSTA GROUP,KE*Z00265691,KE, , , ,Active, ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
330,Neoway,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Faasos,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
